y_true,y_pred_xgb,error_xgb
7.0,6.8618584,0.13814163208007812
8.0,7.0599155,0.9400844573974609
7.2,6.8797097,0.3202902793884279
6.666666666666667,7.2229257,-0.5562589963277178
8.0,7.091241,0.9087591171264648
7.2,6.8974743,0.3025257110595705
7.6,6.9549303,0.6450696945190426
4.75,6.8227615,-2.0727615356445312
6.6,6.881846,-0.2818459510803226
5.5,6.8340564,-1.3340563774108887
7.0,7.060327,-0.06032705307006836
6.0,6.8278275,-0.8278274536132812
6.0,6.789304,-0.7893037796020508
7.0,6.87144,0.12856006622314453
7.25,6.8187003,0.43129968643188477
7.2,6.9450564,0.25494356155395526
6.8,6.8797097,-0.07970972061157244
7.2,6.99996,0.20004005432128924
7.4,7.255728,0.14427223205566442
7.4,6.8921556,0.5078443527221683
7.2,6.767679,0.4323207855224611
6.8,6.899219,-0.0992190361022951
7.8,6.9298916,0.8701084136962889
6.2,7.060327,-0.8603270530700682
7.8,7.255728,0.5442722320556639
8.4,7.091241,1.3087591171264652
6.75,7.106574,-0.35657405853271484
8.5,7.08595,1.4140501022338867
7.0,6.9684467,0.03155326843261719
6.6,7.058859,-0.4588588714599613
6.5,6.9316173,-0.43161725997924805
